0,1,2,3
0.031613693,0.9667067,0.0013303687,0.00034923776
0.15449557,0.8133223,0.026058896,0.0061232164
0.08923831,0.90400404,0.0056337593,0.0011239396
0.012086794,0.9827784,0.004811659,0.00032315278
0.14698525,0.84453124,0.0040451433,0.004438444
0.038622767,0.8842011,0.07408205,0.0030941025
0.16075636,0.8091348,0.02072172,0.009387139
0.18315814,0.81568235,0.00036453712,0.00079492823
0.045834515,0.9157631,0.0366849,0.0017174798
0.10628496,0.8916567,0.0014876832,0.00057065755
0.041159306,0.9512373,0.006161619,0.0014417002
0.0130923875,0.976674,0.009786675,0.00044699296
0.12147612,0.8320268,0.02890682,0.017590288
0.16921107,0.80694556,0.01623136,0.007612054
0.028918203,0.9625055,0.0074565182,0.001119753
0.27976754,0.6897645,0.014050184,0.016417814
0.3021668,0.67960495,0.006413448,0.011814764
0.023241678,0.9747984,0.0016604529,0.000299502
0.1403424,0.8233222,0.018749636,0.017585767
0.024658488,0.95785844,0.015041258,0.002441902
0.06177199,0.92453116,0.0107162995,0.002980476
0.083662845,0.8715994,0.032975476,0.011762265
0.1637331,0.8319877,0.0027607575,0.0015184862
0.03767349,0.9515458,0.009584676,0.0011960804
0.06253894,0.9363992,0.0008551585,0.00020665785
0.07433486,0.9209573,0.004008856,0.00069897925
0.04277947,0.9526368,0.0030732737,0.0015105164
0.11794459,0.83537775,0.03487624,0.011801353
0.009926295,0.9890793,0.0009213066,7.312359e-05
0.10096225,0.8926582,0.0032406645,0.0031388754
0.041428022,0.9577294,0.00058648,0.0002561406
0.015669633,0.9660652,0.017497443,0.0007677121
0.024826284,0.9432398,0.028655583,0.0032782457
0.103622615,0.8952584,0.00064983685,0.0004692035
0.6692124,0.32282263,0.00079843437,0.0071666106
0.024769394,0.9688655,0.0056251055,0.00074001134
0.1441664,0.85337406,0.0014716383,0.0009878888
0.17634557,0.671685,0.11287529,0.039094128
0.021397753,0.9731188,0.0050339256,0.00044948046
0.67813736,0.2943859,0.0024375883,0.025039125
0.12321468,0.8732106,0.0011042454,0.0024704693
0.0060653714,0.98235554,0.011258423,0.00032062415
0.03358786,0.95895714,0.0053856345,0.0020694062
0.06474341,0.9333206,0.0015644439,0.00037161782
0.08633116,0.80462515,0.09610532,0.012938386
0.0042048376,0.99043477,0.0052715847,8.8761335e-05
0.04427917,0.8879937,0.061066728,0.006660397
0.019855812,0.9700752,0.008666017,0.0014030064
0.009245296,0.98967546,0.0009967743,8.244936e-05
0.0206717,0.9784927,0.0006804448,0.00015519527
0.05363259,0.0052407137,0.017285297,0.9238415
0.034694258,0.0007114219,0.011225653,0.95336866
0.07179392,0.0028871936,0.01802177,0.90729713
0.04140057,0.006694116,0.036290765,0.9156145
0.021469621,0.00041158366,0.003323059,0.97479576
0.018288292,0.0016960903,0.06405386,0.9159618
0.015268219,0.00039712703,0.008868368,0.97546625
0.13444665,0.0020669205,0.0020461138,0.86144036
0.037229873,0.0028173535,0.057731345,0.90222144
0.1243714,0.0048562186,0.012945057,0.85782737
